teamname,goalnetstanchioncolor2r,hastifo,stadiumgoalnetstyle,utcoffset,teamcolor1b,crowdregion,gender,captainid,popularity,iscompetitioncrowdcardsenabled,numtransfersin,teamcolor3b,matchdaymidfieldrating,youthdevelopment,personalityid,pitchlinecolor,crowdskintonecode,teamcolor2r,stadiumgoalnetpattern,freekicktakerid,genericint2,opponentstrongthreshold,powid,hasstandingcrowd,longitude,genericint1,teamcolor3g,goalnetstanchioncolor1g,teamcolor2b,favoriteteamsheetid,clubworth,haslargeflag,midfieldrating,trait1vequal,presassetone,teamstadiumcapacity,goalnetstanchioncolor1b,teamcolor3r,rightfreekicktakerid,attackrating,overallrating,presassettwo,opponentweakthreshold,teamcolor1g,throwerright,hasvikingclap,iscompetitionscarfenabled,goalnetstanchioncolor1r,leftfreekicktakerid,longkicktakerid,trainingstadium,skinnyflags,stanchionflamethrower,cksupport6,prev_el_champ,uefa_consecutive_wins,ethnicity,trait1vstrong,defenserating,leaguetitles,cksupport2,stadiummowpattern_code,iscompetitionpoleflagenabled,internationalprestige,rivalteam,rightcornerkicktakerid,cksupport9,goalnetstanchioncolor2b,cksupport8,uefa_cl_wins,penaltytakerid,profitability,uefa_uecl_wins,genericbanner,matchdayattackrating,hassubstitutionboard,pitchwear,trait1vweak,teamcolor1r,pitchcolor,teamid,buildupplay,cksupport5,defensivedepth,cksupport3,goalnetstanchioncolor2g,cityid,cksupport4,domesticprestige,flamethrowercannon,ballid,form,teamcolor2g,cksupport7,latitude,matchdayoverallrating,hassuncanthem,cksupport1,cornerflagpolecolor,isbannerenabled,playsurfacetype,throwerleft,leftcornerkicktakerid,foundationyear,assetid,uefa_el_wins,matchdaydefenserating,jerseytype,domesticcups
Santos,70,0,0,-3,255,1,0,230375,6,0,0,1,72,10,0,0,7,1,1,230274,-1,2,-1,1,-46,74,1,70,1,-1,160000,0,72,4198472,0,16068,70,1,230274,74,74,0,2,255,230497,0,1,70,230274,230274,316,0,0,230497,0,0,3,264264,75,8,230355,3,0,7,1041,230274,230355,70,230274,3,230497,8,0,0,74,0,0,4202568,255,4,1053,3,230531,50,230497,70,433,230267,6,0,111,0,1,233982,-23,74,0,233982,0,1,0,230497,230274,1912,1053,0,75,2,1
England,1,0,0,0,255,3,0,252371,0,2,0,255,85,0,1,0,2,241,0,238074,-1,3,-1,0,0,84,255,1,6,-1,0,0,85,131648,0,90000,1,255,220697,84,84,0,3,255,231281,0,0,1,220697,220697,316,0,0,241159,0,0,4,4202560,83,0,231677,1,0,8,1337,220697,227678,1,234378,0,246669,0,0,0,84,0,0,131648,255,4,1318,1,266127,65,241159,1,0,252371,10,0,88,0,6,231281,51,84,0,221697,0,1,0,266127,246669,1863,1318,0,83,2,0
Austria,202,0,0,1,26,4,0,197445,0,0,0,1,78,0,0,0,2,255,0,197445,-1,2,-1,1,16,78,1,204,255,-1,0,0,78,139264,0,50865,206,1,197445,76,78,0,2,9,215368,0,1,202,204923,197445,316,0,0,237985,0,0,2,4198400,79,0,233195,1,1,5,1337,239701,239701,206,233195,0,204923,0,0,0,76,0,0,132096,204,4,1322,2,263041,65,237985,204,0,197445,10,0,88,0,255,204923,48,78,0,199439,0,1,0,263041,204923,1904,1322,0,79,2,0
Belgium,1,0,0,1,57,4,0,229659,0,1,0,1,82,0,1,0,2,250,1,192985,-1,2,-1,1,4,81,1,1,69,-1,0,0,82,131584,0,50122,1,1,192985,82,81,1,2,40,202371,0,1,1,192985,192985,316,0,0,271032,0,0,3,4202496,77,0,242664,1,1,8,105035,192985,242664,1,207421,0,192985,0,0,0,82,0,0,131584,238,4,1325,1,239810,65,202371,1,0,254262,10,0,88,0,224,192985,50,81,0,207421,0,1,0,71305,192985,1895,1325,0,77,2,0
Croatia,250,0,0,1,255,5,0,275192,0,0,0,177,80,0,0,0,2,228,0,177003,-1,2,-1,1,16,79,52,250,21,-1,0,0,80,4195328,0,34198,250,4,262740,78,79,0,2,255,262740,0,1,250,262740,262740,316,0,0,256325,0,0,4,270336,80,0,276278,1,0,6,1886,262842,275192,250,276278,0,460010,0,0,0,78,0,0,132096,255,4,1328,1,223273,50,275192,250,0,207410,10,0,88,0,24,262842,43,79,0,262842,0,1,0,460038,262740,1912,1328,0,80,2,0
Czechia,1,0,0,1,34,5,0,252064,0,0,0,255,75,0,1,0,2,59,0,201262,-1,2,-1,0,14,77,255,1,163,-1,0,0,75,266240,0,21000,1,255,246618,78,77,0,2,27,244470,0,1,1,246618,246618,316,0,0,251116,0,0,1,528384,74,0,251116,3,0,4,1353,247028,252064,1,71259,0,244793,0,0,0,78,0,0,270336,225,4,1330,3,244470,30,244793,1,0,246618,10,4,6,0,90,244470,50,77,0,252064,0,1,0,267594,247028,1901,1330,0,74,1,0
Denmark,169,0,0,1,8,7,0,233301,0,0,0,8,79,0,0,0,2,255,1,244669,-1,2,-1,1,12,79,3,169,255,-1,0,0,79,4195392,0,38065,169,153,236918,78,78,0,2,4,233301,0,1,169,236918,236918,316,0,0,234472,0,0,2,270400,78,0,235244,1,0,5,1363,229723,235244,169,279015,0,241522,0,0,0,78,0,0,132160,154,4,1331,1,229723,50,232711,169,0,279015,10,0,88,0,255,233301,55,78,0,233301,0,1,0,259762,236918,1889,1331,0,78,2,0
Finland,0,0,0,2,255,7,0,220165,0,0,0,245,69,0,0,0,2,0,0,263364,-1,2,-1,0,24,70,235,102,204,-1,0,0,69,4198400,0,36200,204,255,263364,75,70,0,2,255,272648,0,1,0,263364,263364,316,0,0,254994,0,0,2,264192,64,0,247447,1,1,2,1363,232446,247447,204,232446,0,263364,0,0,0,75,0,0,4202496,255,4,1334,3,272648,50,254994,102,0,81326,10,0,88,0,102,263364,60,70,0,234291,0,1,0,247447,263364,1907,1334,0,64,2,0
France,1,0,0,1,128,4,0,219683,0,0,0,1,85,0,0,0,2,255,0,247827,-1,3,-1,0,2,86,1,1,255,-1,0,0,85,139264,0,80000,1,255,231443,87,86,0,3,73,241486,0,1,1,231443,231443,316,0,0,226851,0,0,3,4198400,85,0,231443,1,1,10,1343,264652,243854,1,270673,0,231443,0,0,0,87,0,0,131584,16,4,1335,2,236496,65,241486,1,0,219683,10,4,88,0,255,241486,48,86,0,226851,0,1,0,228618,241852,1904,1335,0,85,1,0
Germany,135,0,0,1,255,4,0,212622,0,0,0,120,84,0,1,0,2,1,0,222492,-1,3,-1,0,12,84,145,135,1,-1,0,0,84,131712,0,47800,135,15,212622,82,84,0,3,255,212622,0,1,135,222492,212622,316,0,0,213331,0,0,2,4202624,84,0,222492,1,0,9,1318,212622,222492,135,275298,0,206113,0,0,0,82,0,0,131712,255,4,1337,1,246863,65,213331,135,0,275298,10,4,88,0,1,212622,51,84,0,260926,0,1,0,227647,222492,1900,1337,0,84,2,0
Iceland,34,0,0,0,167,7,0,262088,0,0,0,11,73,0,0,0,2,255,0,262088,-1,2,-1,1,-21,71,23,139,255,-1,0,0,73,4198464,0,15000,34,221,191076,68,71,0,2,91,248168,1,1,34,262088,191076,316,0,0,226510,0,0,2,264256,69,0,262088,1,1,3,1331,262088,190640,34,262088,0,264436,0,0,0,68,0,0,4202560,36,4,1341,3,264436,50,269186,139,0,262551,10,0,6,0,255,264436,64,71,0,238004,0,1,0,264436,191076,1947,1341,0,69,1,0
Italy,250,0,0,1,187,4,0,230621,0,1,0,187,83,0,1,0,2,250,0,241096,-1,3,-1,0,12,83,107,250,250,-1,0,0,83,4202496,0,73261,250,0,277327,82,83,0,3,107,217870,0,1,250,277327,277327,316,0,0,237383,0,0,2,266240,83,0,224232,1,1,8,1335,224232,224232,250,222077,0,224232,0,0,0,82,0,0,131584,0,4,1343,2,253002,50,237383,250,0,222077,10,0,88,0,250,217870,41,83,0,229582,0,1,0,258966,224232,1898,1343,0,83,1,0
Norway,1,0,0,1,1,7,0,222665,0,0,0,210,80,0,1,0,2,255,0,229891,-1,2,-1,1,10,79,51,1,255,-1,0,0,80,4202496,0,27200,1,17,229891,81,79,0,2,5,262863,0,1,1,229891,229891,316,0,0,262863,0,0,2,266240,75,0,185422,1,0,3,1363,222665,224258,1,228092,0,222665,0,0,0,81,0,0,132096,164,4,1352,2,228092,50,262863,1,0,222227,10,0,141,0,255,229891,59,79,0,224258,0,1,0,262863,229891,1902,1352,0,75,1,0
Poland,220,0,0,1,2,5,0,220570,0,0,0,22,75,0,0,0,2,255,0,235973,-1,2,-1,0,21,77,22,1,255,-1,0,0,75,266240,0,58580,1,221,205175,82,77,0,2,2,239439,0,1,1,210406,210406,316,0,0,220570,0,0,1,528384,78,0,220570,1,1,5,1337,210406,251633,220,210406,0,205175,0,0,0,82,0,0,270336,255,4,1353,3,239439,30,205175,220,0,251633,10,0,88,0,255,252495,52,77,0,252495,0,1,0,251633,210406,1919,1353,0,78,2,0
Portugal,255,0,0,0,15,4,0,218667,0,2,0,0,86,0,0,0,2,0,0,20801,-1,3,-1,1,-9,84,130,255,2,-1,0,0,86,131584,0,68100,255,20,212198,83,84,2,3,10,210514,0,1,255,212198,212198,316,0,0,239818,0,0,5,4202496,83,0,218667,1,1,8,1362,212198,212198,255,218667,0,212198,0,0,0,83,0,0,131584,210,4,1354,1,255253,65,239818,255,0,224293,10,0,88,0,100,210514,38,84,0,257179,0,1,0,252145,212198,1914,1354,0,83,2,0
Ireland,0,0,0,0,76,3,0,248484,0,0,0,31,71,0,0,0,2,255,0,226012,-1,2,-1,0,-6,74,140,110,255,-1,0,0,71,4202624,0,51700,60,10,252066,75,74,0,2,153,201417,0,0,0,252066,252066,316,0,0,246991,0,0,3,266368,74,0,248484,1,1,4,110081,252066,248484,60,216464,0,244288,0,0,0,75,0,0,4202624,0,4,1355,2,238505,50,246991,110,0,233851,10,0,161,0,255,252066,53,74,0,252066,0,1,0,241875,252066,1921,1355,0,74,2,0
Romania,1,0,0,2,1,5,0,226568,0,1,0,204,72,0,1,0,2,255,0,226568,-1,2,-1,1,26,73,1,1,1,-1,0,0,72,532552,0,55634,1,1,226568,72,73,0,2,204,248165,0,1,1,226568,235813,316,0,0,260105,0,0,3,528456,72,0,239978,3,1,5,1886,226568,226568,1,239978,0,226568,0,0,0,72,0,0,270408,255,4,1356,2,235813,30,260105,1,0,229804,10,0,88,0,1,248165,44,73,0,243023,0,1,0,243000,248165,1909,1356,0,72,1,0
Scotland,1,0,0,0,150,3,0,234072,0,0,0,1,78,0,0,0,2,255,0,216267,-1,2,-1,0,-4,76,240,1,255,-1,0,0,78,4202496,0,52063,1,250,237238,77,76,0,2,55,234072,0,0,1,242280,237238,316,0,0,225974,0,0,3,266240,74,0,225632,3,0,4,1318,253970,240439,1,242280,0,242280,0,0,0,77,0,0,132096,20,4,1359,2,223871,50,225974,1,0,240439,10,4,37,0,255,237238,55,76,0,237238,0,1,0,255561,242280,1873,1359,0,74,2,0
Spain,1,0,0,1,16,4,0,231866,0,0,0,22,86,0,0,0,2,255,0,277643,-1,3,-1,0,-3,85,44,1,25,-1,0,0,86,66176,0,68456,1,200,231866,85,85,0,3,8,256516,0,0,1,251854,231866,316,0,0,256516,0,0,3,73856,83,0,251854,1,0,10,1343,231866,244260,1,231866,0,241461,0,0,0,85,0,0,66176,181,4,1362,1,225201,90,204525,1,295,231866,10,4,37,0,173,226161,40,85,0,244260,0,1,0,256516,256516,1909,1362,0,83,2,0
Sweden,211,0,0,1,26,7,0,220821,0,0,0,5,76,0,0,0,2,1,1,243646,-1,2,-1,1,17,77,210,211,180,-1,0,0,76,4198464,0,50000,211,250,243646,84,77,0,2,221,257470,0,1,211,241651,241651,316,0,0,222369,0,0,2,266304,76,0,236822,1,0,4,1331,243646,260697,211,236822,0,241651,0,0,0,84,0,0,139328,253,4,1363,3,214658,50,220821,211,0,222369,10,0,37,0,106,241651,59,77,0,241651,0,1,0,236822,247394,1904,1363,0,76,2,0
Switzerland,110,0,0,1,6,4,0,199503,0,0,0,11,78,0,0,0,2,255,0,259306,-1,2,-1,1,7,78,11,110,255,-1,0,0,78,135424,0,38512,110,222,259306,77,78,0,2,23,234686,0,1,110,259306,259306,316,0,0,244603,0,0,4,4198656,76,0,259306,3,1,7,1322,236657,236369,110,259306,0,242530,0,0,0,77,0,0,139520,228,4,1364,3,234686,65,222357,110,0,199503,10,0,6,0,255,234686,47,78,0,236369,0,1,0,239016,259306,1895,1364,0,76,1,0
Türkiye,255,0,0,2,27,4,0,239096,0,0,0,34,80,0,0,0,9,255,0,208128,-1,2,-1,1,28,79,27,255,255,-1,0,0,80,4202512,0,76761,255,224,264309,79,79,0,2,17,224490,0,1,255,264309,264309,316,0,0,229905,0,0,2,266256,78,0,229905,0,1,6,1343,264309,239890,255,208128,0,208128,0,0,0,79,0,0,132112,213,4,1365,2,235152,50,239890,255,0,208128,10,0,6,0,255,264309,41,79,0,239096,0,1,0,235152,264309,1923,1365,0,78,1,0
Ukraine,255,0,0,2,27,5,0,229528,0,0,0,27,76,0,0,0,2,28,0,259913,-1,2,-1,0,30,77,207,255,196,-1,0,0,76,266240,0,70050,255,252,244369,79,77,0,2,207,258308,1,1,255,244369,244369,316,0,0,258781,0,0,2,528384,76,0,271541,1,1,5,1367,244369,244374,255,270608,0,244369,0,0,0,79,0,0,270336,252,4,1366,3,243256,30,258781,255,0,244374,10,0,88,0,90,227813,50,77,0,229528,0,1,0,227813,244369,1991,1366,0,76,2,0
Wales,1,0,0,0,4,3,0,220710,0,0,0,1,76,0,1,0,2,255,0,220710,-1,2,-1,0,-3,75,181,100,255,-1,0,0,76,4202560,0,33280,1,1,220710,74,75,0,2,15,225147,0,1,1,220710,220710,316,0,0,205923,0,0,2,266304,74,0,205923,1,0,3,1318,220710,248687,1,260478,0,220710,0,0,0,74,0,0,132160,218,4,1367,2,235735,50,248687,100,0,265514,10,0,37,0,255,220710,51,75,0,260478,0,1,0,240773,220710,1876,1367,0,74,2,0
Argentina,255,0,0,-3,255,1,0,232488,0,0,0,225,82,0,1,0,7,255,0,158023,-1,3,-1,1,-58,83,175,255,255,-1,0,0,82,4194944,0,84567,255,100,239837,86,83,0,3,200,233084,0,0,255,239837,239837,316,1,0,242835,0,0,3,270464,79,0,261176,1,1,10,1370,239837,232488,255,239837,0,239837,0,0,0,86,0,0,131712,125,4,1369,1,268438,50,273748,255,0,239837,10,0,37,0,255,236804,-34,83,0,232488,0,1,0,236804,239837,1893,1369,0,79,2,0
Brazil,255,0,0,-3,1,1,0,232580,0,2,0,70,82,0,0,0,2,0,1,233419,-1,3,-1,1,-43,84,140,255,68,-1,0,0,82,139392,0,74738,255,20,240243,87,84,0,3,240,259075,0,1,255,240243,240243,316,1,0,240130,0,0,3,4198528,82,0,273018,1,0,10,1369,240243,232580,255,241509,0,240243,0,0,0,87,0,0,131712,255,4,1370,2,259075,65,240130,255,0,266866,10,0,6,0,118,240243,-22,84,0,232580,0,1,0,230256,240243,1914,1370,0,82,2,0
Paraguay,1,0,0,-4,23,1,0,230977,0,0,0,168,75,0,0,0,7,255,0,255434,-1,2,-1,1,-57,75,56,1,255,-1,0,0,75,4198400,0,40759,1,0,248872,73,75,0,2,17,251613,0,2,1,248872,248872,316,1,0,240138,0,0,3,266240,76,0,230977,1,1,4,1369,248872,230977,1,278020,0,246690,0,0,0,73,0,0,139264,230,4,1375,3,251613,50,254952,1,0,253249,10,0,6,0,255,254952,-25,75,0,278020,0,1,0,233476,230977,1906,1375,0,76,2,0
Uruguay,250,0,0,-3,235,1,0,239053,0,0,0,244,79,0,1,0,7,250,0,239053,-1,2,-1,1,-56,79,207,250,250,-1,0,0,79,4202496,0,65235,250,135,239053,76,79,0,2,206,266844,0,0,250,239053,239053,316,1,0,216460,0,0,3,266240,77,0,240663,1,1,6,1369,254817,240716,250,239053,0,239053,0,0,0,76,0,0,132096,135,4,1377,2,253306,50,216460,250,795,230965,10,0,6,0,250,254817,-34,79,0,239053,0,1,0,253290,254817,1900,1377,0,77,1,0
Mexico,250,0,0,-6,68,1,0,229980,0,0,0,27,75,0,1,0,7,250,0,204838,-1,2,-1,0,-99,76,27,250,250,-1,0,0,75,4202836,0,81070,250,186,222382,78,76,0,2,124,234579,0,1,250,222382,222382,316,0,0,234579,0,0,2,266580,75,0,260984,1,1,7,1387,246608,260984,250,237043,0,245152,0,0,0,78,0,0,132436,12,3,1386,2,226045,50,234579,250,483,222382,10,0,88,0,250,252008,19,76,0,245152,0,1,0,234579,237043,1927,1386,0,75,2,0
United States,255,0,0,-8,16,6,0,227796,0,0,0,255,79,0,0,0,2,0,0,227796,-1,2,-1,0,-118,77,255,255,92,-1,0,0,79,4202624,0,27000,255,255,227796,77,77,0,2,7,251804,0,1,255,227796,227796,316,0,0,235755,0,0,2,266368,77,0,243456,15,1,6,1386,256853,250954,255,238744,0,227796,0,0,0,77,0,0,132224,241,4,1387,2,227796,50,250954,255,0,238744,10,4,88,0,37,256853,34,77,0,235755,0,1,2,251834,256853,1913,1387,0,77,1,0
Tunisia,255,0,0,1,3,8,0,211999,0,0,0,4,72,0,1,0,9,255,0,258171,-1,1,-1,1,10,71,1,255,255,-1,0,0,72,4198400,0,65000,255,254,263194,70,71,0,1,1,236316,0,1,255,263194,263194,316,0,0,235565,0,0,3,264192,70,0,274000,12,0,3,111130,263194,74369,255,211999,0,263194,0,0,0,70,0,0,4202496,255,4,1391,3,258033,50,211999,255,665,225126,10,0,6,0,255,236316,36,71,0,236316,0,1,0,235516,263194,1956,1391,0,70,1,0
Japan,255,0,0,9,204,2,0,233225,0,0,0,1,78,0,0,0,2,255,0,237681,-1,2,-1,1,139,77,1,255,255,-1,0,0,78,4198400,0,49970,255,255,237681,78,77,0,2,1,237681,0,1,255,237681,237681,316,0,0,232704,0,0,5,266240,76,0,255565,0,0,5,974,232730,233152,255,255742,0,252162,0,0,0,78,0,0,139264,1,4,1411,3,232730,50,233152,255,543,255742,10,0,6,0,255,252162,35,77,0,252162,0,1,0,226627,237681,1921,1411,0,76,1,0
Australia,1,0,0,10,0,3,0,229901,0,0,0,52,68,0,0,0,2,12,0,266245,-1,2,-1,1,151,71,176,100,59,-1,0,0,68,528448,0,83500,1,247,266245,69,71,0,2,221,241861,0,1,1,266245,266245,316,0,0,229901,0,0,2,526400,71,0,230888,1,1,5,111473,266245,230888,1,242154,0,266245,0,0,0,69,0,0,270400,255,4,1415,3,234867,30,229901,100,0,242154,10,0,6,0,79,266245,-33,71,0,216744,0,1,0,211785,266245,1922,1415,0,71,2,0
Santa Clara,255,0,0,-1,0,4,0,271571,2,0,0,255,68,5,1,0,2,245,0,271132,-1,1,-1,1,-25,69,255,255,0,-1,28000,0,68,528384,0,10000,255,255,271132,70,69,0,1,0,271132,0,1,255,271132,271132,316,0,0,271132,0,0,2,526336,69,0,270555,3,1,1,1891,275360,73350,255,275360,0,271132,5,0,0,70,0,0,270336,255,4,1438,3,83780,30,216452,255,671,258365,3,0,36,0,0,216452,37,69,0,73350,0,1,0,271132,271132,1921,1438,0,69,2,0
Viborg FF,250,0,25,1,97,7,0,215686,1,0,0,110,68,2,0,0,2,255,1,71174,-1,1,-1,1,9,67,140,250,255,-1,11000,0,68,270336,0,10000,250,0,71174,65,67,0,1,113,79935,0,0,250,71174,71174,316,0,0,79935,0,0,2,528384,67,0,270399,1,1,1,1516,71174,262541,250,270399,0,215686,4,0,0,65,0,0,4202496,0,4,1443,2,215686,50,79935,250,512,262541,5,0,6,0,255,79811,56,67,0,79811,0,1,0,79935,71174,1896,1443,0,67,2,1
Sønderjyske,169,0,0,1,255,7,0,238051,2,0,0,134,65,4,1,0,2,255,0,259130,-1,1,-1,1,9,65,67,169,255,-1,6000,0,65,263242,0,10100,169,52,259130,64,65,0,1,204,259751,0,1,169,256847,256847,316,0,0,259751,0,0,2,532554,66,0,276666,1,1,1,822,256847,259130,169,276666,0,256222,5,0,0,64,0,0,4195402,172,4,1447,1,238051,50,259751,169,204,259130,3,0,6,0,255,73501,55,65,0,73501,0,1,0,259751,207886,2004,1447,0,66,1,1
FK Haugesund,169,0,5,1,255,7,0,236877,2,0,0,235,61,5,0,0,2,1,0,257044,-1,1,-1,1,5,62,225,169,255,-1,2500,0,61,532744,0,8754,169,245,257044,63,62,0,1,255,236877,0,1,169,257044,257044,316,0,0,236877,0,0,2,528648,62,0,77978,3,1,1,300,257044,257044,169,77978,0,269414,4,0,0,63,0,0,270600,255,4,1463,2,77075,30,236877,169,212,256398,2,0,199,0,1,269414,59,62,0,269414,0,1,0,236877,257044,1993,1463,0,62,1,0
Ulsan HD FC,255,0,5,9,204,2,0,245054,10,1,0,1,69,9,0,0,4,255,0,213471,-1,1,-1,1,129,68,204,102,255,-1,17080,0,69,66578,0,43554,204,255,213471,68,68,0,1,102,270203,0,1,1,213471,213471,316,0,0,270203,0,0,4,139282,65,5,245054,1,1,6,1474,213471,228009,1,245054,0,245054,10,0,0,68,0,0,66578,1,4,1473,1,222734,90,270203,204,501,228009,8,0,29,0,255,238578,35,68,0,238578,0,1,0,270203,213471,1983,1473,0,65,2,1
Pohang Steelers,1,0,17,9,1,2,0,227632,8,1,0,255,66,8,1,0,4,1,0,180283,-1,1,-1,1,129,66,255,1,1,-1,12800,0,66,263184,0,17443,1,255,180283,66,66,0,1,1,261115,0,1,204,180283,180283,316,0,0,261115,0,0,4,532496,66,5,229343,1,1,7,1473,261880,274676,1,229343,0,261115,8,0,0,66,0,0,4195344,204,4,1474,1,261078,50,261115,1,382,274676,9,0,29,0,1,274437,35,66,0,274437,0,1,0,261115,180283,1973,1474,0,66,1,6
Jeonbuk Hyundai,1,0,25,9,1,2,0,199231,10,1,0,255,69,7,0,0,4,1,0,227659,-1,1,-1,1,127,69,255,204,1,-1,17730,0,69,132226,0,42477,1,255,227659,69,69,0,1,204,272992,0,1,1,227659,227659,316,0,0,272992,0,0,4,4202626,67,9,242821,1,1,5,982,227659,243061,1,242821,0,272992,10,0,0,69,0,0,132226,1,4,1477,1,272733,65,272992,1,233,243061,10,0,29,0,1,268895,35,69,0,268895,0,1,0,272992,227659,1994,1477,0,67,1,5
Jeju SK,255,0,3,9,1,2,0,193144,2,0,0,250,64,5,0,0,4,255,0,193144,-1,1,-1,0,126,65,250,128,1,-1,9780,0,64,270464,0,29791,1,250,261122,64,65,0,1,128,193144,0,1,255,193144,193144,316,0,0,193144,0,0,2,528512,63,1,70419,1,1,1,982,193144,70419,255,83203,0,261104,6,0,0,64,0,0,4202624,255,4,1478,2,211927,50,261104,255,441,260166,5,0,29,0,1,261104,33,65,0,83203,0,1,0,193144,193144,1982,1478,0,63,1,0
FC Midtjylland,211,0,0,1,34,7,0,234472,5,0,0,27,71,7,0,0,2,1,1,256933,-1,2,-1,1,8,72,30,211,1,-1,35000,0,71,4195456,0,11800,211,221,220714,72,72,0,2,33,256933,0,1,211,256933,256933,316,0,0,256933,0,0,3,270464,72,4,73645,1,1,3,1443,256933,261062,211,247686,0,247187,9,0,0,72,0,0,4195456,224,4,1516,1,263721,50,247187,211,216,220714,9,0,6,0,1,247187,56,72,0,247686,0,1,0,256933,256933,1999,1516,0,72,2,2
Bryne FK,255,0,0,1,4,7,0,76635,1,0,0,4,62,4,0,0,2,255,0,247107,-1,1,-1,1,6,62,4,4,255,-1,2500,0,62,270336,0,5000,4,255,247107,62,62,0,1,4,76645,0,1,255,247107,247107,316,0,0,76645,0,0,1,528384,62,0,76643,0,1,1,300,247107,242600,255,76643,0,76646,5,0,0,62,0,0,4202496,255,4,1523,2,256809,50,76645,255,965,242600,2,0,199,0,255,76646,59,62,0,76646,0,1,0,76645,247107,1926,1523,0,62,2,1
Angers SCO,1,0,0,1,250,4,0,224444,2,1,0,250,73,2,0,0,2,1,1,273666,-1,1,-1,1,0,72,250,1,1,-1,63000,0,73,532738,0,19800,1,250,273666,71,72,0,1,250,273666,0,1,1,273666,234515,316,0,0,273666,0,0,3,528642,70,0,269725,3,0,1,1814,273666,269725,1,224444,0,229158,1,0,0,71,0,0,270594,250,4,1530,2,271061,30,78295,1,17,229158,2,4,45,0,1,78295,47,72,0,224444,0,1,0,273666,273666,1919,1530,0,70,2,0
Wisła Płock,30,0,14,1,196,5,0,229072,2,0,0,1,66,5,0,0,2,255,0,188554,-1,1,-1,1,19,65,1,80,255,-1,6420,0,66,264256,0,10978,200,1,225927,65,65,0,1,122,229072,0,1,30,188554,188554,316,0,0,229072,0,0,1,526400,65,0,77592,1,0,1,1871,225927,221428,200,77592,0,229072,3,0,0,65,0,0,4198464,4,4,1569,3,209438,50,229072,80,579,221428,2,0,93,0,255,264251,52,65,0,264251,0,1,0,229072,188554,1947,1569,0,65,2,1
Galway United,255,0,0,0,82,3,0,71140,1,0,0,255,59,2,1,0,2,167,0,71140,-1,1,-1,0,-9,59,255,255,241,-1,975,0,59,532480,0,5000,255,255,71140,58,59,0,1,21,200404,0,0,255,71140,71140,316,0,0,200404,0,0,1,528384,58,0,227895,7,0,1,563,71140,227895,255,71142,0,200404,2,0,0,58,0,0,270336,143,4,1571,2,236495,30,200404,255,173,241690,5,0,23,0,213,71140,53,59,0,71142,0,2,0,200404,71140,1937,1571,0,58,2,1
Drogheda United,10,0,0,0,40,3,0,198990,2,0,0,43,58,2,1,0,2,135,0,243764,-1,1,-1,0,-6,59,30,10,250,-1,945,0,58,532804,0,2000,10,165,243764,60,59,0,1,17,236742,0,0,10,243764,243764,316,0,0,236742,0,0,3,528708,60,1,274456,1,0,1,834,243764,274456,10,252251,0,236742,3,0,0,60,0,1,270660,123,4,1572,2,198990,30,236742,10,634,83725,3,0,23,0,206,243764,53,59,0,252251,0,1,0,236742,243764,1919,1572,0,60,2,2
Grêmio,230,0,0,-3,239,1,0,230320,6,0,0,1,71,6,1,0,7,255,1,230420,-1,1,-1,1,-51,72,1,230,255,-1,210000,0,71,132488,0,55662,230,1,230420,72,72,1,1,174,230420,0,1,230,230420,230420,316,1,0,230420,0,0,4,4202888,72,2,230523,3,1,7,1043,230250,230289,230,230523,3,230240,5,0,0,72,0,0,132488,0,4,1629,1,230240,65,230420,230,386,230446,8,0,184,0,255,230374,-29,72,0,230374,0,1,0,230420,230289,1903,1629,0,72,2,5
Senegal,255,0,0,0,46,9,0,225859,0,0,0,15,80,0,0,0,2,255,0,193474,-1,2,-1,1,-17,79,15,255,0,-1,0,0,80,4202496,0,50000,255,240,208722,79,79,0,2,166,264437,0,1,255,208722,208722,316,0,0,225859,0,0,9,266240,78,0,208722,0,0,4,111112,208722,275507,255,208722,0,208722,0,0,0,79,0,0,132096,70,4,1667,2,261188,50,225293,255,0,241707,10,0,6,0,255,275138,15,79,0,275138,0,1,0,252293,261188,1960,1667,0,78,2,0
FC Winterthur,255,0,1,1,1,4,0,228874,3,0,0,255,64,3,0,0,2,1,0,210538,-1,1,-1,1,8,65,255,255,1,-1,9100,0,64,264208,0,8700,255,255,210538,65,65,0,1,1,267486,0,1,255,210538,73146,316,0,0,267486,0,0,2,526352,65,3,81579,12,1,1,894,243838,81579,255,73146,0,210538,2,0,0,65,0,0,4198416,255,4,1713,3,240532,50,267486,255,905,257244,4,0,71,0,1,243838,47,65,0,73146,0,1,0,267486,210538,1896,1713,0,65,2,0
FC Thun,180,0,1,1,29,4,0,211438,3,0,0,29,66,3,0,0,2,255,0,211437,-1,1,-1,1,7,67,11,180,255,-1,8100,0,66,532490,0,10000,180,218,211437,64,66,0,1,11,276645,0,1,180,211437,211437,316,0,0,276645,0,0,2,528394,67,0,78316,15,1,1,900,211437,78314,180,78316,0,211437,2,0,0,64,0,0,270346,208,4,1715,2,229377,30,276645,180,479,78314,4,4,71,0,255,70187,46,66,0,70187,0,1,0,276645,211437,1898,1715,0,67,2,0
